shipment_id,order_id,supplier_id,warehouse_id,product_id,shipped_date,delivered_date,shipment_status,carrier,shipped_qty
SH00000304,O0014453,S0177,W04,P00709,2025-12-18,2025-12-27,delivered,UPS,5
SH00000305,O0011238,S0075,W08,P00555,2025-08-19,,in_transit,UPS,4
SH00000306,O0002006,S0074,W01,P00217,2025-10-08,,in_transit,Maersk,1
SH00000307,O0004983,S0024,W04,P00313,2025-08-24,2025-09-16,delivered,UPS,19
SH00000308,O0003986,S0050,W06,P00113,2026-01-09,2026-01-30,delivered,XPO,6
SH00000309,O0015731,S0116,W01,P00464,2025-08-19,,in_transit,UPS,8
SH00000310,O0010089,S0079,W05,P00145,2025-10-24,2025-11-07,delivered,USPS,8
SH00000311,O0007321,S0110,W04,P00582,2025-08-25,2025-08-30,delivered,Maersk,12
SH00000312,O0008690,S0191,W06,P00436,2026-01-01,2026-01-06,delivered,FedEx,8
SH00000313,O0011508,S0053,W07,P00768,2025-10-14,2025-10-26,delivered,FedEx,14
SH00000314,O0010707,S0141,W08,P00020,2026-01-24,2026-02-22,delayed,DHL,1
SH00000315,O0018608,S0107,W01,P00256,2025-09-02,2025-09-20,delayed,FedEx,20
SH00000316,O0015393,S0047,W06,P00098,2025-11-25,2025-12-20,delivered,USPS,27
SH00000317,O0010029,S0035,W06,P00575,2025-09-29,2025-10-22,delivered,DHL,11
SH00000318,O0010670,S0119,W08,P00063,2026-02-07,2026-03-03,delivered,Maersk,9
SH00000319,O0008822,S0024,W04,P00297,2025-09-29,2025-10-21,delivered,XPO,5
SH00000320,O0007322,S0107,W04,P00533,2025-12-11,2025-12-15,delivered,USPS,8
SH00000321,O0018127,S0193,W03,P00704,2025-09-11,2025-10-03,delivered,UPS,6
SH00000322,O0008463,S0169,W04,P00680,2026-01-04,2026-01-22,delivered,UPS,8
SH00000323,O0009681,S0137,W08,P00569,2025-11-26,2025-12-04,delivered,UPS,24
SH00000324,O0003077,S0069,W08,P00688,2025-09-05,2025-09-13,delivered,XPO,19
SH00000325,O0002970,S0102,W03,P00657,2026-01-10,2026-01-31,delivered,UPS,20
SH00000326,O0007493,S0166,W02,P00578,2025-11-13,2025-12-11,delivered,DHL,28
SH00000327,O0010792,S0116,W02,P00399,2025-08-31,,in_transit,UPS,14
SH00000328,O0019979,S0016,W03,P00679,2025-10-15,2025-10-23,delivered,DHL,10
SH00000329,O0005552,S0169,W03,P00304,2026-02-09,2026-02-28,delivered,FedEx,3
SH00000330,O0014739,S0014,W04,P00710,2025-09-10,2025-09-22,delivered,USPS,12
SH00000331,O0011715,S0177,W04,P00337,2025-10-12,2025-10-18,delivered,DHL,1
SH00000332,O0009005,S0093,W08,P00260,2025-12-20,2026-01-17,delivered,DHL,9
SH00000333,O0018344,S0137,W06,P00569,2026-01-21,2026-01-28,delivered,UPS,5
SH00000334,O0010945,S0044,W04,P00729,2025-10-29,2025-11-10,delivered,Maersk,7
SH00000335,O0013961,S0088,W06,P00181,2025-10-10,2025-11-01,delivered,Maersk,18
SH00000336,O0015687,S0129,W06,P00148,2025-10-13,2025-11-03,delivered,XPO,11
SH00000337,O0016412,S0174,W08,P00367,2025-10-13,2025-10-26,delivered,FedEx,16
SH00000338,O0009892,S0063,W07,P00656,2025-08-21,2025-09-01,delivered,USPS,5
SH00000339,O0007366,S0117,W02,P00288,2025-10-22,2025-10-25,delivered,DHL,9
SH00000340,O0009654,S0148,W01,P00223,2025-08-18,,in_transit,DHL,15
SH00000341,O0010455,S0145,W01,P00690,2025-09-07,2025-09-17,delivered,FedEx,7
SH00000342,O0007901,S0045,W01,P00570,2026-01-22,2026-02-12,delivered,UPS,3
SH00000343,O0016462,S0199,W03,P00227,2025-08-31,,cancelled,DHL,19
SH00000344,O0006966,S0182,W05,P00644,2025-12-29,2026-01-05,delivered,XPO,13
SH00000345,O0005212,S0174,W06,P00018,2025-08-17,2025-09-04,delayed,XPO,15
SH00000346,O0001442,S0123,W02,P00552,2026-01-28,,in_transit,DHL,13
SH00000347,O0003995,S0193,W08,P00096,2026-01-14,2026-01-31,delivered,FedEx,8
SH00000348,O0019045,S0192,W04,P00655,2026-01-08,2026-01-24,delivered,Maersk,8
SH00000349,O0007104,S0046,W05,P00702,2025-08-17,2025-08-31,delivered,FedEx,14
SH00000350,O0012291,S0194,W02,P00596,2025-11-27,2025-12-10,delivered,Maersk,20
SH00000351,O0019255,S0138,W04,P00253,2026-02-01,2026-02-06,delivered,DHL,9
SH00000352,O0015960,S0148,W05,P00476,2025-11-30,2025-12-22,delivered,USPS,16
SH00000353,O0017883,S0123,W03,P00652,2025-12-05,2025-12-20,delivered,DHL,4
SH00000354,O0003159,S0153,W06,P00628,2025-09-30,2025-10-12,delivered,XPO,13
SH00000355,O0014404,S0195,W03,P00347,2026-01-07,2026-02-02,delivered,UPS,8
SH00000356,O0006501,S0145,W02,P00690,2025-09-22,2025-10-03,delivered,Maersk,19
SH00000357,O0015559,S0197,W04,P00326,2025-10-17,2025-10-28,delivered,USPS,8
SH00000358,O0007270,S0185,W06,P00734,2025-09-05,2025-10-03,delivered,Maersk,9
SH00000359,O0016536,S0096,W05,P00295,2025-12-07,2025-12-27,delayed,Maersk,11
SH00000360,O0001368,S0030,W08,P00306,2025-09-16,2025-10-06,delivered,Maersk,11
SH00000361,O0012091,S0044,W06,P00672,2025-10-22,2025-10-31,delivered,UPS,1
SH00000362,O0009690,S0033,W03,P00521,2025-11-12,2025-11-23,delivered,Maersk,4
SH00000363,O0005489,S0189,W03,P00542,2025-11-25,2025-12-08,delivered,UPS,15
SH00000364,O0006870,S0030,W04,P00603,2026-01-05,2026-01-19,delivered,Maersk,17
SH00000365,O0004296,S0075,W01,P00327,2025-12-17,2026-01-06,delivered,USPS,13
SH00000366,O0013840,S0072,W03,P00066,2025-11-10,2025-12-06,delivered,XPO,1
SH00000367,O0016153,S0022,W06,P00716,2025-12-30,2026-01-13,delivered,FedEx,14
SH00000368,O0004386,S0044,W06,P00336,2025-09-24,2025-10-07,delivered,Maersk,22
SH00000369,O0018142,S0028,W05,P00246,2026-02-04,2026-02-26,delivered,DHL,19
SH00000370,O0016712,S0164,W08,P00120,2026-01-22,2026-01-28,delivered,FedEx,6
SH00000371,O0016472,S0059,W06,P00205,2026-01-03,2026-01-29,delayed,DHL,3
SH00000372,O0004485,S0072,W07,P00066,2026-01-15,,in_transit,DHL,1
SH00000373,O0001815,S0185,W08,P00301,2025-10-31,,in_transit,Maersk,7
SH00000374,O0006908,S0163,W07,P00421,2025-12-16,2025-12-23,delivered,FedEx,1
SH00000375,O0014806,S0155,W01,P00454,2025-11-07,2025-11-15,delivered,Maersk,6
SH00000376,O0012583,S0047,W02,P00383,2025-12-24,2026-01-16,delivered,Maersk,8
SH00000377,O0005308,S0083,W01,P00158,2025-09-01,2025-09-20,delivered,DHL,11
SH00000378,O0002847,S0044,W07,P00488,2025-12-26,2026-01-03,delivered,FedEx,7
SH00000379,O0016623,S0143,W05,P00523,2025-11-06,2025-11-28,delivered,USPS,11
SH00000380,O0002882,S0143,W01,P00646,2025-09-30,2025-10-23,delivered,FedEx,11
SH00000381,O0019222,S0087,W06,P00097,2025-11-27,2025-12-13,delivered,Maersk,10
SH00000382,O0009490,S0161,W03,P00493,2025-08-28,2025-09-08,delivered,USPS,21
SH00000383,O0000087,S0125,W05,P00793,2025-12-14,2026-01-05,delivered,UPS,12
SH00000384,O0014648,S0199,W02,P00658,2026-01-31,2026-02-14,delivered,FedEx,3
SH00000385,O0000115,S0098,W01,P00064,2025-09-16,2025-10-11,delivered,Maersk,19
SH00000386,O0012145,S0173,W08,P00201,2025-12-10,2025-12-17,delivered,FedEx,1
SH00000387,O0002885,S0016,W06,P00361,2026-02-07,2026-02-19,delivered,UPS,19
SH00000388,O0016649,S0122,W07,P00028,2025-10-11,2025-10-30,delivered,FedEx,6
SH00000389,O0006538,S0022,W05,P00716,2025-09-06,2025-09-29,delivered,FedEx,12
SH00000390,O0011582,S0063,W06,P00656,2026-01-20,2026-02-03,delayed,USPS,14
SH00000391,O0013163,S0094,W08,P00449,2025-09-22,2025-10-03,delivered,UPS,7
SH00000392,O0011889,S0037,W04,P00144,2026-01-27,2026-02-04,delivered,DHL,8
SH00000393,O0004192,S0095,W06,P00455,2026-01-16,2026-01-19,delivered,UPS,10
SH00000394,O0017555,S0100,W01,P00727,2025-09-02,,in_transit,DHL,2
SH00000395,O0018715,S0051,W08,P00346,2026-02-07,2026-03-04,delivered,UPS,11
SH00000396,O0009705,S0100,W04,P00420,2025-11-07,2025-11-16,delivered,FedEx,23
SH00000397,O0011173,S0053,W07,P00768,2025-08-31,2025-09-11,delivered,XPO,18
SH00000398,O0000761,S0050,W06,P00378,2025-10-31,,in_transit,XPO,14
SH00000399,O0015727,S0095,W04,P00663,2025-11-22,2025-11-25,delivered,UPS,10
SH00000400,O0010574,S0067,W02,P00099,2025-10-29,2025-11-14,delivered,Maersk,13
SH00000401,O0006477,S0096,W08,P00402,2026-01-29,,in_transit,XPO,13
SH00000402,O0018044,S0116,W06,P00359,2025-09-29,,in_transit,Maersk,7
SH00000403,O0019632,S0030,W03,P00163,2025-10-29,,cancelled,FedEx,11
SH00000404,O0016981,S0129,W06,P00481,2025-12-08,2025-12-30,delivered,Maersk,1
SH00000405,O0011266,S0114,W02,P00721,2026-01-07,2026-01-18,delivered,XPO,24
SH00000406,O0018974,S0107,W02,P00256,2025-11-22,2025-12-01,delivered,UPS,10
SH00000407,O0014520,S0067,W05,P00041,2025-09-04,2025-09-24,delivered,FedEx,30
SH00000408,O0007714,S0077,W01,P00691,2025-09-05,2025-09-06,delivered,DHL,7
SH00000409,O0003336,S0026,W01,P00115,2025-09-01,2025-10-02,delivered,DHL,14
SH00000410,O0013244,S0117,W08,P00606,2025-11-30,2025-12-05,delivered,UPS,13
SH00000411,O0008518,S0077,W04,P00495,2025-10-27,2025-10-31,delivered,USPS,10
SH00000412,O0004206,S0195,W08,P00347,2026-01-29,,in_transit,UPS,12
SH00000413,O0003995,S0193,W08,P00096,2026-01-14,2026-02-03,delivered,Maersk,10
SH00000414,O0003948,S0041,W05,P00496,2025-11-15,2025-11-26,delivered,XPO,18
SH00000415,O0008767,S0158,W07,P00626,2026-01-03,2026-01-28,delivered,FedEx,17
SH00000416,O0019751,S0022,W03,P00101,2025-12-22,2026-01-06,delivered,XPO,9
SH00000417,O0003321,S0145,W04,P00211,2025-10-28,2025-11-09,delivered,USPS,4
SH00000418,O0013301,S0071,W07,P00353,2025-11-01,2025-11-09,delivered,USPS,3
SH00000419,O0002853,S0061,W07,P00401,2026-01-27,2026-02-19,delivered,DHL,6
SH00000420,O0005520,S0056,W08,P00511,2026-01-09,2026-01-23,delivered,USPS,8
SH00000421,O0006648,S0027,W02,P00121,2025-11-14,2025-12-12,delayed,FedEx,6
SH00000422,O0016526,S0024,W05,P00264,2025-09-17,2025-10-19,delayed,UPS,1
SH00000423,O0000091,S0148,W08,P00792,2025-11-17,,cancelled,FedEx,8
SH00000424,O0011169,S0150,W06,P00753,2025-11-17,2025-11-22,delivered,UPS,10
SH00000425,O0015676,S0165,W04,P00426,2025-12-14,2025-12-21,delivered,DHL,1
SH00000426,O0001936,S0127,W06,P00572,2025-08-20,2025-09-23,delayed,XPO,11
SH00000427,O0011213,S0097,W04,P00743,2025-12-11,2025-12-16,delivered,USPS,19
SH00000428,O0004563,S0081,W01,P00498,2025-10-14,2025-10-17,delivered,XPO,8
SH00000429,O0006376,S0135,W04,P00419,2025-12-29,,cancelled,USPS,9
SH00000430,O0003499,S0158,W05,P00788,2025-12-23,2026-01-17,delivered,USPS,11
SH00000431,O0010348,S0072,W08,P00155,2025-11-06,2025-11-29,delivered,UPS,2
SH00000432,O0005542,S0198,W05,P00051,2025-10-28,2025-11-12,delivered,DHL,14
SH00000433,O0013282,S0096,W06,P00295,2026-01-24,,in_transit,Maersk,24
SH00000434,O0001416,S0123,W07,P00124,2025-10-21,2025-11-05,delivered,Maersk,22
SH00000435,O0016350,S0071,W01,P00114,2025-11-25,2025-12-16,delayed,USPS,1
SH00000436,O0015801,S0193,W01,P00032,2025-12-24,2026-01-07,delivered,USPS,9
SH00000437,O0000360,S0123,W06,P00566,2026-02-08,2026-02-22,delivered,FedEx,21
SH00000438,O0011040,S0169,W08,P00024,2025-12-30,2026-01-17,delivered,XPO,1
SH00000439,O0008707,S0116,W01,P00503,2025-12-06,2025-12-17,delivered,USPS,3
SH00000440,O0010579,S0128,W01,P00509,2026-02-07,2026-02-27,delivered,UPS,1
SH00000441,O0007420,S0173,W03,P00201,2025-12-19,2025-12-28,delivered,XPO,10
SH00000442,O0018558,S0074,W05,P00021,2025-08-27,2025-09-11,delivered,FedEx,23
SH00000443,O0010758,S0059,W04,P00116,2026-01-30,2026-02-14,delivered,DHL,16
SH00000444,O0010838,S0120,W01,P00472,2025-09-04,2025-09-20,delayed,Maersk,10
SH00000445,O0006046,S0075,W04,P00327,2025-09-01,2025-09-23,delivered,FedEx,15
SH00000446,O0019963,S0074,W05,P00513,2025-10-13,2025-10-22,delivered,DHL,13
SH00000447,O0000591,S0192,W02,P00557,2025-11-23,,in_transit,UPS,10
SH00000448,O0012929,S0143,W03,P00242,2025-09-01,2025-09-19,delivered,USPS,18
SH00000449,O0004137,S0078,W02,P00411,2025-12-23,2026-01-07,delivered,FedEx,7
SH00000450,O0001718,S0107,W03,P00533,2025-11-17,2025-11-28,delivered,XPO,11
SH00000451,O0010554,S0005,W02,P00682,2026-01-07,2026-02-01,delivered,USPS,17
SH00000452,O0000810,S0184,W03,P00030,2025-08-28,2025-09-10,delivered,FedEx,5
SH00000453,O0002193,S0151,W02,P00268,2025-11-25,2025-12-17,delivered,USPS,18
SH00000454,O0016096,S0182,W01,P00090,2025-09-18,2025-09-24,delivered,USPS,12
SH00000455,O0007434,S0179,W08,P00016,2025-12-30,2026-01-19,delivered,UPS,15
SH00000456,O0007229,S0147,W08,P00417,2025-11-01,2025-11-14,delivered,FedEx,27
SH00000457,O0013400,S0119,W07,P00775,2025-11-06,2025-11-29,delivered,FedEx,8
SH00000458,O0006801,S0164,W02,P00561,2025-12-30,2026-01-06,delivered,USPS,19
SH00000459,O0017953,S0061,W04,P00345,2025-11-19,2025-12-12,delivered,UPS,4
SH00000460,O0012061,S0191,W05,P00112,2026-01-11,2026-01-14,delivered,USPS,15
SH00000461,O0017970,S0020,W04,P00081,2025-10-20,2025-10-22,delivered,Maersk,1
SH00000462,O0017898,S0018,W08,P00423,2025-10-08,2025-10-19,delivered,Maersk,12
SH00000463,O0006289,S0001,W08,P00620,2025-12-04,2025-12-30,delivered,Maersk,11
SH00000464,O0007995,S0185,W06,P00301,2026-01-11,2026-02-05,delivered,UPS,12
SH00000465,O0010704,S0145,W01,P00074,2025-08-26,2025-09-07,delayed,XPO,1
SH00000466,O0006851,S0024,W01,P00264,2026-01-12,2026-02-03,delivered,FedEx,9
SH00000467,O0004655,S0171,W08,P00300,2025-11-03,2025-11-17,delivered,UPS,13
SH00000468,O0002103,S0184,W08,P00176,2025-09-15,,in_transit,DHL,3
SH00000469,O0017062,S0125,W08,P00057,2026-01-30,2026-02-17,delivered,USPS,9
SH00000470,O0005655,S0158,W07,P00357,2026-01-04,2026-01-27,delivered,USPS,5
SH00000471,O0002037,S0129,W01,P00684,2025-12-08,,cancelled,USPS,11
SH00000472,O0015481,S0150,W02,P00214,2025-10-03,2025-10-12,delivered,Maersk,15
SH00000473,O0007864,S0155,W02,P00454,2026-01-25,2026-02-01,delivered,USPS,8
SH00000474,O0017220,S0017,W08,P00368,2026-01-02,2026-01-18,delivered,Maersk,13
SH00000475,O0006855,S0084,W04,P00528,2025-09-20,2025-09-25,delivered,USPS,4
SH00000476,O0012594,S0012,W02,P00251,2025-12-18,2026-01-10,delivered,DHL,17
SH00000477,O0002204,S0079,W06,P00131,2025-10-16,2025-10-31,delivered,Maersk,17
SH00000478,O0002342,S0137,W06,P00622,2025-08-22,2025-08-30,delivered,DHL,11
SH00000479,O0001515,S0199,W07,P00712,2025-12-31,2026-01-11,delivered,Maersk,5
SH00000480,O0008989,S0122,W05,P00277,2025-11-03,,in_transit,XPO,11
SH00000481,O0004280,S0182,W01,P00090,2025-09-17,2025-09-22,delivered,XPO,16
SH00000482,O0017385,S0009,W03,P00625,2025-12-01,2025-12-28,delayed,DHL,22
SH00000483,O0013738,S0026,W05,P00289,2025-10-14,2025-11-09,delivered,UPS,9
SH00000484,O0019278,S0127,W04,P00192,2025-12-06,2026-01-04,delivered,DHL,11
SH00000485,O0004579,S0158,W03,P00019,2025-08-15,,in_transit,XPO,12
SH00000486,O0012079,S0072,W06,P00155,2025-09-27,2025-10-17,delivered,DHL,18
SH00000487,O0002452,S0064,W04,P00458,2025-11-26,2025-12-26,delayed,USPS,29
SH00000488,O0004343,S0079,W06,P00110,2025-11-10,2025-12-09,delayed,FedEx,29
SH00000489,O0013439,S0136,W08,P00619,2025-12-31,2026-01-23,delivered,UPS,15
SH00000490,O0012202,S0130,W03,P00519,2025-10-28,2025-11-12,delivered,FedEx,8
SH00000491,O0002023,S0194,W02,P00038,2026-01-12,2026-01-30,delivered,UPS,8
SH00000492,O0012916,S0001,W01,P00416,2025-12-01,2025-12-25,delivered,USPS,9
SH00000493,O0008610,S0099,W03,P00191,2025-10-02,2025-10-03,delivered,DHL,9
SH00000494,O0006854,S0021,W06,P00442,2025-11-09,2025-12-04,delivered,USPS,13
SH00000495,O0017228,S0135,W01,P00323,2025-12-26,2026-01-14,delivered,DHL,1
SH00000496,O0000255,S0125,W07,P00056,2025-10-31,2025-11-17,delivered,Maersk,16
SH00000497,O0001540,S0004,W05,P00196,2025-11-01,2025-11-25,delivered,USPS,10
SH00000498,O0013301,S0071,W07,P00353,2025-11-01,,in_transit,UPS,3
SH00000499,O0014895,S0140,W02,P00441,2025-12-21,2026-01-14,delivered,USPS,4
SH00000500,O0019933,S0195,W04,P00161,2025-11-05,2025-11-27,delivered,USPS,1
SH00000501,O0007633,S0142,W08,P00694,2025-09-21,2025-09-29,delivered,UPS,9
SH00000502,O0019926,S0001,W05,P00011,2026-02-04,2026-02-28,delivered,USPS,11
SH00000503,O0007722,S0099,W06,P00798,2025-09-12,2025-09-17,delivered,USPS,14
SH00000504,O0002274,S0180,W08,P00075,2025-10-14,2025-10-31,delivered,XPO,1
SH00000505,O0007328,S0158,W04,P00019,2026-01-22,2026-02-20,delivered,Maersk,17
SH00000506,O0002022,S0192,W08,P00655,2026-01-25,2026-02-06,delivered,Maersk,8
SH00000507,O0001559,S0177,W02,P00337,2025-12-16,2025-12-27,delivered,Maersk,5
SH00000508,O0002167,S0169,W05,P00680,2025-11-14,,cancelled,FedEx,6
SH00000509,O0008749,S0116,W04,P00359,2025-11-05,2025-11-17,delivered,Maersk,11
SH00000510,O0005396,S0080,W08,P00431,2025-11-16,2025-11-27,delivered,Maersk,10
SH00000511,O0014511,S0198,W02,P00424,2026-01-09,2026-02-05,delayed,Maersk,4
SH00000512,O0015149,S0185,W06,P00301,2025-12-10,,in_transit,USPS,10
SH00000513,O0011233,S0077,W07,P00691,2026-01-18,2026-01-25,delivered,USPS,12
SH00000514,O0014461,S0064,W01,P00458,2025-12-07,2025-12-28,delivered,XPO,10
SH00000515,O0018821,S0018,W01,P00180,2025-12-30,,cancelled,DHL,6
SH00000516,O0019593,S0177,W06,P00220,2025-08-20,2025-09-02,delivered,USPS,12
SH00000517,O0000428,S0009,W05,P00138,2025-10-11,2025-11-13,delayed,FedEx,6
SH00000518,O0018283,S0051,W05,P00524,2025-09-09,2025-10-06,delivered,DHL,24
SH00000519,O0008188,S0069,W02,P00688,2026-01-09,2026-01-23,delayed,FedEx,9
SH00000520,O0001093,S0070,W05,P00045,2025-09-14,2025-09-25,delivered,Maersk,22
SH00000521,O0018794,S0086,W08,P00574,2025-09-24,2025-10-16,delivered,XPO,19
SH00000522,O0006193,S0166,W08,P00648,2025-11-23,2025-12-13,delivered,USPS,7
SH00000523,O0005705,S0114,W02,P00207,2025-12-04,2025-12-17,delivered,FedEx,6
SH00000524,O0001707,S0159,W08,P00687,2025-10-19,2025-11-13,delivered,Maersk,13
SH00000525,O0010578,S0162,W02,P00776,2025-10-15,,in_transit,FedEx,18
SH00000526,O0004276,S0113,W08,P00630,2026-01-27,2026-02-03,delivered,USPS,12
SH00000527,O0001434,S0158,W04,P00626,2025-12-05,2026-01-03,delivered,XPO,1
SH00000528,O0005167,S0178,W07,P00047,2026-01-30,,in_transit,FedEx,15
SH00000529,O0019396,S0073,W02,P00369,2025-10-19,2025-11-01,delivered,Maersk,13
SH00000530,O0019885,S0177,W05,P00103,2026-01-25,2026-01-29,delivered,UPS,1
SH00000531,O0018285,S0147,W06,P00417,2025-09-20,2025-10-09,delivered,USPS,17
SH00000532,O0004340,S0016,W06,P00361,2025-12-09,2025-12-18,delivered,FedEx,6
SH00000533,O0010860,S0072,W01,P00001,2025-10-22,2025-11-18,delayed,DHL,11
SH00000534,O0007395,S0148,W07,P00476,2025-10-30,2025-11-23,delivered,XPO,2
SH00000535,O0008738,S0089,W05,P00764,2025-10-06,2025-11-02,delivered,DHL,6
SH00000536,O0006498,S0137,W03,P00681,2025-08-25,2025-09-09,delayed,UPS,10
SH00000537,O0004775,S0035,W03,P00428,2026-01-05,2026-02-02,delivered,FedEx,15
SH00000538,O0014721,S0176,W06,P00701,2025-09-27,2025-10-19,delayed,DHL,10
SH00000539,O0014787,S0003,W07,P00797,2025-11-15,2025-11-24,delivered,UPS,4
SH00000540,O0007120,S0180,W01,P00147,2025-10-16,2025-11-01,delivered,UPS,22
SH00000541,O0013660,S0064,W02,P00458,2025-11-18,,in_transit,Maersk,4
SH00000542,O0018091,S0075,W02,P00327,2025-10-19,2025-11-13,delivered,FedEx,31
SH00000543,O0008580,S0135,W07,P00598,2025-09-23,2025-10-12,delivered,FedEx,9
SH00000544,O0009183,S0158,W04,P00092,2025-08-30,2025-10-01,delivered,Maersk,11
SH00000545,O0016115,S0105,W01,P00799,2025-11-21,2025-12-04,delivered,UPS,8
SH00000546,O0014797,S0159,W02,P00213,2026-01-08,2026-02-02,delivered,Maersk,1
SH00000547,O0017966,S0103,W04,P00125,2025-09-26,2025-10-05,delivered,Maersk,6
SH00000548,O0019980,S0047,W01,P00613,2026-02-01,2026-02-19,delivered,FedEx,11
SH00000549,O0004508,S0142,W07,P00518,2025-10-01,2025-10-09,delivered,USPS,3
SH00000550,O0018320,S0020,W01,P00705,2025-10-24,2025-11-04,delivered,FedEx,15
SH00000551,O0015640,S0154,W06,P00302,2025-11-13,2025-11-21,delivered,Maersk,9
SH00000552,O0005237,S0196,W07,P00152,2025-11-25,,cancelled,XPO,15
SH00000553,O0006011,S0027,W04,P00121,2025-10-24,2025-11-20,delivered,FedEx,13
SH00000554,O0019255,S0138,W04,P00253,2026-01-30,2026-02-07,delivered,UPS,10
SH00000555,O0018592,S0021,W01,P00285,2025-12-11,2026-01-07,delivered,UPS,13
SH00000556,O0006466,S0071,W05,P00353,2025-12-17,2026-01-02,delivered,UPS,11
SH00000557,O0010953,S0033,W04,P00060,2026-01-04,2026-01-16,delivered,FedEx,12
SH00000558,O0013942,S0143,W04,P00242,2025-09-01,2025-09-19,delivered,USPS,18
SH00000559,O0005774,S0068,W05,P00275,2025-08-28,2025-09-09,delivered,Maersk,6
SH00000560,O0012013,S0071,W07,P00353,2025-12-16,,in_transit,USPS,18
SH00000561,O0019043,S0072,W07,P00095,2026-01-30,2026-02-27,delayed,Maersk,17
SH00000562,O0001681,S0021,W04,P00490,2026-01-11,2026-01-31,delivered,FedEx,2
SH00000563,O0015385,S0029,W07,P00410,2025-11-26,2025-12-17,delayed,DHL,13
SH00000564,O0008339,S0035,W05,P00593,2025-12-26,2026-01-20,delivered,FedEx,13
SH00000565,O0009545,S0194,W06,P00071,2026-01-01,2026-01-15,delivered,FedEx,9
SH00000566,O0019630,S0041,W02,P00315,2025-11-15,2025-11-20,delivered,XPO,11
SH00000567,O0000753,S0061,W05,P00635,2026-01-02,2026-01-28,delivered,UPS,4
SH00000568,O0001303,S0171,W03,P00015,2025-09-16,2025-10-07,delivered,Maersk,15
SH00000569,O0000848,S0166,W08,P00143,2025-09-28,2025-10-21,delivered,FedEx,10
SH00000570,O0000361,S0115,W01,P00762,2025-08-30,2025-09-08,delivered,DHL,11
SH00000571,O0001026,S0044,W03,P00729,2026-01-21,2026-01-27,delivered,FedEx,25
SH00000572,O0006713,S0022,W08,P00439,2025-11-06,,in_transit,UPS,13
SH00000573,O0018022,S0030,W04,P00335,2025-08-15,2025-09-01,delivered,DHL,6
SH00000574,O0005797,S0043,W08,P00483,2025-12-05,2025-12-20,delivered,Maersk,7
SH00000575,O0009154,S0056,W03,P00678,2025-10-10,2025-10-13,delivered,XPO,16
SH00000576,O0000306,S0077,W03,P00495,2026-02-08,2026-02-11,delivered,XPO,15
SH00000577,O0018655,S0132,W05,P00164,2026-01-27,2026-02-20,delivered,FedEx,15
SH00000578,O0018094,S0165,W01,P00477,2025-11-06,2025-11-14,delivered,UPS,6
SH00000579,O0017099,S0143,W01,P00100,2026-02-13,2026-03-08,delivered,USPS,9
SH00000580,O0003772,S0107,W04,P00533,2025-11-03,2025-11-11,delivered,FedEx,13
SH00000581,O0009568,S0170,W07,P00319,2025-12-10,,cancelled,Maersk,5
SH00000582,O0006525,S0053,W02,P00050,2025-09-30,2025-10-10,delivered,XPO,11
SH00000583,O0011813,S0180,W03,P00075,2025-12-11,,in_transit,Maersk,9
SH00000584,O0010481,S0103,W08,P00293,2025-10-26,2025-11-03,delivered,UPS,7
SH00000585,O0018147,S0102,W01,P00657,2025-12-05,2025-12-25,delivered,Maersk,10
SH00000586,O0004556,S0151,W03,P00183,2026-01-23,2026-02-11,delivered,XPO,1
SH00000587,O0009808,S0128,W06,P00668,2026-01-04,2026-01-25,delivered,USPS,14
SH00000588,O0019703,S0026,W08,P00195,2025-09-13,2025-10-07,delivered,Maersk,18
SH00000589,O0005153,S0022,W06,P00101,2025-08-20,2025-09-03,delivered,FedEx,18
SH00000590,O0018107,S0162,W02,P00776,2025-12-20,2025-12-27,delivered,FedEx,6
SH00000591,O0010496,S0145,W06,P00664,2026-01-25,2026-02-05,delivered,Maersk,5
SH00000592,O0013056,S0163,W02,P00249,2025-10-23,,cancelled,DHL,4
SH00000593,O0018250,S0192,W01,P00594,2026-02-09,2026-02-26,delivered,FedEx,11
SH00000594,O0019796,S0196,W05,P00152,2025-12-14,2025-12-24,delayed,UPS,5
SH00000595,O0006950,S0050,W01,P00113,2025-08-29,2025-09-19,delivered,DHL,8
SH00000596,O0015849,S0074,W02,P00217,2025-12-07,2025-12-18,delivered,UPS,10
